HDR,HALF HOURLY OUTTURN GENERATION BY FUEL TYPE DATA
FUELHH,20230101,1,2973,0,578,5722,11712,0,340,0,145,602,0,0,0,453,252,998,904,218
FUELHH,20230101,2,3282,0,733,5716,11792,0,338,0,153,598,0,0,0,568,252,998,904,170
FUELHH,20230101,3,2941,0,714,5704,12264,0,285,0,225,514,0,0,0,597,254,998,986,0
FUELHH,20230101,4,2744,0,507,5708,12214,0,285,0,198,514,0,0,0,465,254,1000,988,0
FUELHH,20230101,5,2720,0,470,5715,11908,0,285,0,158,604,0,0,0,458,252,998,900,0
FUELHH,20230101,6,2700,0,464,5715,11547,0,285,0,142,610,0,0,0,451,252,998,896,0
FUELHH,20230101,7,2707,0,468,5707,11098,0,285,0,139,610,0,0,0,454,252,994,896,0
FUELHH,20230101,8,2700,0,465,5711,10570,0,284,0,136,610,0,0,0,453,252,994,896,0
FUELHH,20230101,9,2741,0,476,5707,10205,0,282,0,157,564,0,0,0,471,252,930,806,0
FUELHH,20230101,10,2795,0,500,5714,9876,0,284,0,139,576,0,0,0,451,240,930,806,0
FUELHH,20230101,11,2778,0,521,5720,10084,0,293,0,132,928,0,0,0,444,0,966,896,0
FUELHH,20230101,12,2705,0,565,5719,10136,0,304,0,133,946,0,0,0,453,0,968,902,0
FUELHH,20230101,13,2825,0,534,5723,10204,0,331,0,153,1000,0,0,0,457,0,996,982,0
FUELHH,20230101,14,2843,0,529,5723,10471,0,333,0,153,1002,0,0,0,454,0,998,986,0
FUELHH,20230101,15,2960,0,555,5721,10485,0,381,0,145,1008,0,0,0,458,0,998,990,0
FUELHH,20230101,16,2988,0,546,5729,10613,0,392,0,137,1006,0,0,0,449,0,998,992,0
FUELHH,20230101,17,2947,0,523,5730,10764,0,415,0,134,1000,0,0,0,451,0,998,992,0
FUELHH,20230101,18,3009,0,724,5719,10575,0,449,0,184,1000,0,0,0,572,0,998,992,0
FUELHH,20230101,19,2629,0,699,5719,10363,0,482,0,159,1006,0,158,0,477,72,998,992,0
FUELHH,20230101,20,2583,0,721,5720,10138,0,536,0,180,1006,0,166,0,470,82,998,992,0
FUELHH,20230101,21,2479,0,488,5724,9340,0,533,0,157,1004,0,964,0,457,964,998,992,292
FUELHH,20230101,22,2642,0,549,5718,9402,52,562,0,151,1004,0,1002,0,563,1000,998,992,368
FUELHH,20230101,23,2726,0,620,5720,9538,188,647,0,152,1004,0,1004,0,756,1000,998,992,742
FUELHH,20230101,24,2819,0,739,5718,9819,194,650,0,150,1004,0,1002,0,941,1000,998,992,788
FUELHH,20230101,25,3098,0,699,5717,10226,240,723,0,145,1004,0,1004,0,1047,1000,998,992,1064
FUELHH,20230101,26,3397,0,616,5718,10475,140,738,0,157,1004,0,1004,0,1188,1000,998,992,1096
FUELHH,20230101,27,3674,0,601,5720,10576,168,765,0,156,1004,0,1004,0,1060,1000,998,992,1096
FUELHH,20230101,28,3821,0,565,5719,10533,320,766,0,190,1006,0,1004,0,979,1000,998,992,1096
FUELHH,20230101,29,4310,0,544,5727,10272,218,701,0,167,1006,0,1004,0,1187,1000,998,992,1096
FUELHH,20230101,30,4985,0,639,5723,9865,146,604,0,174,1006,0,1002,0,1420,1000,998,992,1096
FUELHH,20230101,31,6098,0,718,5721,9196,394,650,0,141,1006,0,1004,0,1433,1000,998,992,1096
FUELHH,20230101,32,7348,0,793,5727,8513,252,767,0,132,1006,0,1004,0,1431,1000,998,992,1096
FUELHH,20230101,33,7994,0,896,5725,8233,750,851,13,208,1006,0,1004,0,1431,1020,998,992,1096
FUELHH,20230101,34,8573,0,845,5729,7837,1048,908,73,653,1006,0,1000,0,1431,1020,998,992,1096
FUELHH,20230101,35,9007,0,799,5725,7087,1548,980,137,960,1006,0,870,0,1429,1004,998,992,1096
FUELHH,20230101,36,9101,0,825,5724,7066,1538,972,137,976,1006,0,874,0,1435,1004,998,992,1096
FUELHH,20230101,37,8761,0,797,5718,6800,1390,971,137,771,1006,0,998,0,1432,1018,998,992,1096
FUELHH,20230101,38,8462,0,797,5715,6607,1392,943,137,598,1006,0,998,0,1436,1020,1000,992,1096
FUELHH,20230101,39,8492,0,748,5718,6388,962,1028,75,435,1006,0,1004,0,1432,1020,998,992,1096
FUELHH,20230101,40,8521,0,778,5709,6045,588,856,53,243,1006,0,1004,0,1435,1020,998,992,1096
FUELHH,20230101,41,8041,0,788,5715,6024,336,785,53,229,1006,0,998,0,1430,1020,1000,992,1096
FUELHH,20230101,42,7825,0,858,5713,5963,346,730,53,235,1006,0,998,0,1420,1020,998,992,1096
FUELHH,20230101,43,7036,0,988,5715,5747,208,547,53,154,1006,0,1004,0,1415,1000,998,992,1096
FUELHH,20230101,44,6209,0,945,5717,5527,116,529,53,190,1006,0,1002,0,1408,1000,998,992,1096
FUELHH,20230101,45,5587,0,907,5720,5221,94,501,53,149,1006,20,1002,24,1415,1000,998,992,1096
FUELHH,20230101,46,4986,0,949,5718,4767,46,520,53,176,1006,10,1002,0,1420,1000,998,992,1108
FUELHH,20230101,47,4853,0,921,5718,4008,0,488,53,159,1006,0,1004,0,1352,1000,1000,992,1244
FUELHH,20230101,48,4855,0,838,5719,3707,0,453,53,146,1006,0,1004,0,1267,1000,1000,992,1258
FUELHH,20230102,1,4697,0,730,5724,3736,0,390,53,145,1006,0,1004,0,1349,1000,998,992,1258
FUELHH,20230102,2,4611,0,556,5724,4144,0,387,53,116,1006,0,1004,0,1327,1000,998,992,1258
FUELHH,20230102,3,4269,0,506,5723,4575,0,351,53,105,1006,18,1004,0,1039,1000,1000,992,1258
FUELHH,20230102,4,4020,0,509,5726,4858,0,300,53,116,1006,0,1004,0,905,1000,998,992,1258
FUELHH,20230102,5,4020,0,520,5714,4703,0,294,53,126,1006,0,1004,0,958,1000,998,992,1258
FUELHH,20230102,6,3858,0,519,5717,4954,0,293,27,110,1006,0,1002,0,912,1000,998,992,1260
FUELHH,20230102,7,3565,0,517,5713,4690,0,294,0,120,1006,0,1002,0,956,1000,998,992,1366
FUELHH,20230102,8,3486,0,512,5711,4381,0,294,0,110,1006,0,1004,0,982,1000,998,992,1368
FUELHH,20230102,9,3525,0,518,5708,4361,0,294,0,116,992,0,1002,0,1050,962,998,970,1048
FUELHH,20230102,10,3675,0,522,5710,4119,0,294,0,124,976,0,964,0,1171,960,998,950,984
FUELHH,20230102,11,3662,0,565,5712,5110,0,313,0,124,536,0,558,0,1458,834,1000,542,710
FUELHH,20230102,12,3797,0,552,5716,5302,0,315,0,107,520,0,558,0,1507,834,1000,524,676
FUELHH,20230102,13,4594,0,732,5718,5716,0,328,0,113,350,0,480,0,1765,660,1000,332,466
FUELHH,20230102,14,4973,0,696,5716,6230,0,339,0,112,336,0,480,0,1766,660,1000,318,408
FUELHH,20230102,15,5934,0,675,5717,6629,0,388,0,110,158,0,844,0,1739,886,982,230,34
FUELHH,20230102,16,6314,0,640,5719,6833,0,417,0,112,146,0,858,0,1607,886,982,226,32
FUELHH,20230102,17,7111,0,739,5716,6919,0,436,0,158,66,0,560,0,1946,636,986,268,398
FUELHH,20230102,18,7558,0,791,5716,6792,142,453,0,180,64,0,560,0,2066,634,986,270,444
FUELHH,20230102,19,7792,0,887,5723,6623,142,472,0,136,142,0,966,0,2065,666,1000,400,846
FUELHH,20230102,20,8066,0,978,5721,6495,138,539,0,148,158,0,1004,0,2055,670,1000,422,914
FUELHH,20230102,21,7412,0,972,5719,6374,30,549,0,148,484,0,1004,0,2049,994,1000,776,1230
FUELHH,20230102,22,7653,0,992,5718,5923,64,542,0,180,504,0,1000,0,2041,990,1000,782,1270
FUELHH,20230102,23,8428,0,987,5718,5755,28,561,0,115,674,0,852,0,2058,532,1000,528,1366
FUELHH,20230102,24,8233,0,992,5715,5784,32,562,0,123,676,0,856,0,2067,532,1000,526,1374
FUELHH,20230102,25,7639,0,998,5707,5747,140,643,0,119,540,0,1004,0,2057,990,1000,760,1364
FUELHH,20230102,26,8113,0,997,5712,5844,10,659,0,121,532,0,1000,0,2054,998,1000,760,1364
FUELHH,20230102,27,8695,0,997,5713,5693,80,661,0,125,464,0,888,0,2052,760,1000,498,1374
FUELHH,20230102,28,8819,0,996,5711,5577,140,655,0,116,474,0,888,0,2052,758,1000,500,1376
FUELHH,20230102,29,8705,0,999,5706,5602,420,750,0,165,798,0,826,0,1810,760,1000,806,1372
FUELHH,20230102,30,9758,0,994,5717,5519,46,757,0,159,790,0,824,0,2044,762,1000,812,1344
FUELHH,20230102,31,10997,0,981,5715,5634,690,709,0,138,290,0,884,0,2068,962,1000,586,1052
